text_id,full_text,cohesion,syntax,vocabulary,phraseology,grammar,conventions,extracted_topic
6F0330A6C504,"This shows how students could think and have thoughts about what they want in the future, a career is what benefits them in their lives, preparing them would make a change in their minds on what they really are interested in or what would they want to be successful in their future, it would take time to prepare to finally decide whats on their minds to choose their careers as a young age, this opportunities will make a big change is students choose wisely.

After keep studying students should make positions on what they already are studying,thinking as a young age students are more creative with their minds and heart; Students should think as young age for a beneficial purpose,deciding on a career at a lower grade (8th) many societies et their students have this opportunities to choose their path and make changes on what they really want in their life,the're changing from a playful mind into a mind where teenagers starts to make decisions; In reality this is a path where they would finally decide what they want or could be do for being graduated as a honorable person, by doing the most of the students frequently found what they would do and could be doing on their future as a older person, as they think they organize them self and be more clear on their positions in life.

This could make a big change for teenagers, now they show they can make a more positive and strong decisions, to show that they make better decisions as a lower grade society could being tested for all middle schoolers and keep track on how do students on how they are getting ideas as they turn from Middle School to High School; Most of the students decide good careers and some of them great careers, but is not only about choosing a career is about what students could think as a teenager; having students deciding on what they think the're going to be success.

However, letting young kids think on what the're going to study as a career would not be the best because not all students want to keep studying before High School; it would be a waste of time and effort to give them a great opportunities to start thinking as young adults, this could not benefit all students because as they get into High School they keep changing careers and by the end of their 4 school year they didn't decide what career they want to take, most of students end up not enjoying their career and giving up deciding they shouldn't get that career and deciding to not finish the college. Therefore, students could not take a career they didn't want but if they know they could pass and be an excellent person, even in the career they didn't decide to take they could make even a better life in their future by choosing and changing the career they were thinking as they were at Middle School, they continue thinking on what they want until they reach what they're looking for in real life as a young adults.

By telling this students should see and think very carefully as parents understands their children and teachers helping their students how they could or might do to get that career on what they need to focus on, for society is really difficult to choose right ways hat might help students and which ones might not letting students choose sense their getting more knowledge they will increase the capacity to get into what career benefits them as students,there are many student that want a career and the society helps them with their courses a they are getting into High School, their final thoughts and knowledge finish for them and they should start to think more in what he career is and how they're going to deal with their job ",3.0,3.5,4.0,4.0,3.5,3.5,a topic of personal interest
3766B7A3A5E0,"There are many different ways to look at this statement. Even though Mr Lubbock does make an excellent point in his argument I do not support it. I believe that our characteristic traits have a lot to do with the people that we choose to surround ourselves with. We have all been influenced in a certain way by someone. Whether if that was being convinced into doing something that we didn't want to do or if it we were given a confidence boost to tackle the challenge ahead of us.

There have been many cases where someone gets into a lot of trouble by doing something that they didnt want to do. They were brainwashed into doing what everyone around them told them to do because they were the people who they truly trusted. But in the end they where just let down by them. For example there are many known cases where some innocent teenager gets a drug addiction because they were influenced to do them by the people who they were surrounding themselves with. This one poor decision has now changed that persons entire life by someone who they probably wont even remember their name in ten years. They wont get the opportunity to play in any sports teams because of their current state. People will look down on them because of what they have done in the past. They wont get the same job opportunities as other people because of their mental and physical state.

Because of this we should be able to love ourselves the way we are and we shouldnt need the influence of people around us to shape our lives, we should be forward and honest with people, if you dont want to do something they that are telling you to do you need to build up your confidence and tell them that you wont get involved in such a thing.

Does this mean that you will loose a couple friendships? Sure but at least you did what was right and you were able to take control over your life and make what you think are the right decisions. Now that person is probably going to get into a lot of trouble by what they have done but you wont because you were able to take matter into your own hands and do what was right for your future.

In conclusion take control over your own life and dont do what everyone tells you to do. Go with your instinct and if you believe that something is wrong then dont do it because it might change your future for ever for the better or for the worst. ",4.5,4.5,4.5,4.5,4.5,4.0,a topic of personal interest
4EE0B81B9133,"You are in trouble. As your teachers might tell you, behave when you are in school. That includes in the halls, cafeteria, and even on the school bus. By following simple rule that are established for your safety, you won't lose your school staff's trust.

Behave when you are in the halls. when the bell rings, and you are dismissed, go to your other class immediately. Don't take a walk around the school, go to the gym, or cause a traffic by standing in the halls and talking to your friends. It's not a safe nether is it responsible. Keep your hands to your self, unless if it's an activity that allowed you to touch the other students or even staff members with adult supervision.

Behave in the cafeteria. Once you are in line to get your food, you should respect others by waiting your turn. This isn't only respectful, but it's even a good habit. Walk back to your seat, don't run. Running could cause for you to spill your food, and someone could slip and that resulting in an injury. When you finish your food, cleanup after your self if necessary.

Behave when you are on the school bus. When you are on the bus it's nice of you to greet your bus drive, but you don't have to. Quietly walk to an open seat and sit down. Sit with your grade level. Once settled, you could quietly talk to the person sitting next to you, don't yell across the bus. On the bus it is important for the bus driver to be able to see from the back window or door to prevent car accidents, don't put your stuff in the middle of walkway. If you are going to be eating on the bus, which you are not aloud, unless the bus driver said so, clean up any mess that you may have caused.

Showing responsible and appropriate behaviors could make teachers more flexible with any other improper behavior that you may cause. For an example, you are a bad student, you were late to class, and you decided to run. The teacher catches you, and you get in trouble. Example two, you are a good student, you were late to class, the bell rings but you don't run, the teacher forgives you.

""You are free to pick to choose your actions, but you aren't free from the consequences"" said somebody.  ",3.5,4.0,4.0,3.5,3.5,3.5,the value of education
8EEA38B2E6CD,"Generic_Name is working hard to be owner of his dream car but he has some issues to complete it because he has a negative attitude and that don't let him success in his goals. Most of the people does not have their goals done because they are not positive.

a positive attitude is the key to success in life because they has positivism,life challenge,and people are secure of them self.

First,A positive attitude is the key to success in life because they has positivism. For example, Generic_Name is a person who always think positive in his life,school,and his work. that is why he is not afraid for any challenge in his life. Another example, Generic_Name is always positive in her life because she complete every challenge with positivism, and she works hard to success in her goals.

Second, A positive attitude is the key to success in life because life challenge. For example, Generic_Name is a person with a positive attitude because he looks everything like a life challenge and he thinks to be success in life we will have some challenge and he never give up. Another example, Generic_Name works hard to complete is work and he is always prepared to any challenge in his work and he always look everything with a positive attitude.

Third a positive attitude is the key to success in life because people are secure of them self . For example, Generic_Name is a student who has success in his life he has a excellent job ,and he has a excellent school year because he is secure of himself. Another example, Generic_Name has a success in her life because she has every of her goals done has a family a perfect job because she is secure of herself. Some people might say a positive attitude is not the key to be successful;however, they are wrong because the person who has a positive attitude is secure of them self and they never give up because they are secure about what goals they want to complete.

In conclusion,most of the people has to have positivism,life challenge,and been secure of our self is a form to has positive attitude and has success in our life. To be successful person we have to be with a positive attitude. Most of the people is positive when they finish their goals with success because they are secure of them self and they never give up with any challenge and they always have positivism. NEXT TIME you wants to success in your life change your attitude to a positive attitude to complete your goals and be success in your life.",3.0,3.0,3.0,2.5,2.5,2.0,the importance of having a positive attitude
6B479AF72202,"Author Ralph Waldo Emerson wrote,''to be yourself in a world that is constantly trying to make you something else is the greatest accomplishment''. Although some people disagree about Emerson's statement, actually I agree because society is always trying to make people change their point of view, their culture, their belivers. First never give up, Second always love and be proud of yourself and Third don't forgot your roots.

Here are some reasons why I agree with Emerson's statement. First, the world is trying to make change but you have to never have to give up. Becuase it's important to continue being yourself, not matter if some people are not going to like it, the only one who have to feel comfortable with yourself it's you. Second, always love and be proud of yourself. It's important to be proud of who you are because eventhough you make mistakes sometimes that doesn't have to make change who you are. You just have to learn from your mistakes, I know it is difficult but no one says that would be easy ,but you can do it. Love yourself because every of your features, your character and your personality is what identify you, is make you unique, different from anyone else in the world that wants you to fit on it. Third, don't forgot your roots. If you are from another country you are forced to change yourself, trying to pretend that you are someting else, but you must have to stop it. Because in a world that is constantly trying to make you be something else your biggest accomplisment is to show that you are better than what they expected you to be.

Finally what are you waiting for!. Don't let the world change yourself, remember to never give up always fight for is better for you, love and be proud of yourself always and don't forgot your roots because every part of yourself is what make you unique, special and that is your greastest accomplisment.",2.5,3.0,3.0,3.0,3.0,3.0,a topic of personal interest
F530741D2297,"Thomas Jefferson wrote, ""Determine never to be idle... It is wonderful how much can be done if we are always doing."" Jefferson's quote is accurate because we can not accomplish something without doing something in life. Everyone has a goal in life; to meet those goals we have to prepare and take steps to complete them. Some people may say that inactivity can also serve a purpose because there are people, including: famous people, family members, or teachers who has once been passionate about something they have done in their lives who quit and became someone bigger, but they are wrong. There is a lot that can be done and steps to take if we are always doing something for ourselves or for others because instead of doing nothing we can focus on our education to help us in the future or to make this world a better and wonderful place for everyone.

For starters, when students focus on their education all the time there is a lot that can be done. One reason why students can do so much with our education is because often education can prepare us for a big exams. For example, in class students are learning and reviewing different tropics repeatedly, which will help us pass any exams that will be given to us. This proves that when students are constantly learning something they can accomplish anything that they were leaning or reviewing throughout the year. This shows students how much they have done by focusing, instead of doing nothing. Another reason why students can do so much with their education is because it can help them graduate and accomplish bigger things in life. For example, most students that are always on task and doing everything that they should be doing have bigger plans in life than those who do not. This proves that students that accomplish more by being on task with their education will graduate with a future ahead of them. As a result, students that are focus and on task are more likely to feel incredible for everything they have accomplished in their education.

Second, a lot of people around the world can do so much to help other communities by volunteering and to make this world a better place. A reason why it is wonderful how much can be done if we are always doing something is because we can help those around us. For instances, there is a lot of people around the world that need our help, such as homeless people or families who live poor. We as a community can feed those who are homeless or can help families who need help with jobs or to get health insurance. This shows, that if we gather together as a group we can see how much we have done to help these people in need. Another reason to see how much we can do together is by making great choices in life. For example, we can plant fruits and vegetables and give them out for free to help people around us to consider to make better food choices. As a result, there is many opportunities we can take to make this world become a better place for everyone. We can only accomplish a lot by doing everything in our power to make better this world a better place.

In Jefferson's quote, he was saying that we can do so much by doing something and it is true. If we put our mind into something and do everything we can to accomplish what we have in mind we can do anything, but if we just sit there doing nothing, we will not have the outcome we expected to want. Everyone lives in different ways, but it is important to see what each of us individuals can accomplish in life. The only way we can graduate is by focusing and staying on task. Some may see the see the world as being lazy, but we can change that by helping out and planning something together as a group to make a change in the world. It is important that we are making a change for ourselves and our communities. These are some reason why we should always do something to get the outcome that we want to see.",4.0,4.5,4.5,4.0,4.0,4.5,a topic of personal interest
A8BB150F53AB,"In my oppion, I think technologly is good for the world! Because you can comunicate with people that are far away. Even it's a great way to help you with school like homework, studying and learning also it makes teachers life easier. And I think people would get lost around the world if teachnologly wasn't made. Because GPS helps you to get to your destenation safely also it tells you where you at. Teachnologly is probably the best thing people will carry around them because all your messages, calls and emails comes threw your phone. When I got my first video game, I started playing it 24/7 because I use to play it with my friends during summer break. But one day I knew video games wasn't going to be a big thing anymore so I asked my parents if I could get a phone and they said "" yes I will buy it to you if you bring me good grades the next marking period"". When I got my first phone I started using it to text friends and being in soical media and I know that wasn't going to get me anywhere in life. But one day I thought to myself what if technologly can help you with everything like now adays? Because my computer helps me with homeworks and projects and I can turn it in on time.

Although, some people think technologly is bad because it keeps you out from playing sports, going out with your friends and communicating with people!

Some people don't buy their childrens a phone because they want them to work for it, but some parents aren't like that. People be going on soical media putting there own life at risk, that's why some parents don't let their own child have technologly. Also because people be using it all the time and they don't care whats happens around them. Like my parents didn't want me to have technologly when I was little because he wanted me to open to the world. But I was shy to talk to new people that I didn't even know, I started to be helpful and friendly to everyone because I knew some people didn't have the samething as me. Because some countries are really poor and they don't have money to eat and they can't help out their children with their eduaction.

In fact, I think technologly is always going to be helpful where ever you go, because if you go somewhere that people don't speak your language you'll have your phone on you and you can research there language and it will tell you. I really will not know if technologly was not made because it helps everyone in the world right now. It helps me pay my payments and learn online. So I think technologly is a good way to help you with things and to communicate with people that don't live with you.       ",3.5,3.0,3.0,3.0,3.0,3.0,the value of education
C4A874260D21,"Most students enjoy summer vacation, but some educators feel that the summer break is too long and when they return in the fall, they become more lazy and they can't retain information as easily when they were in school.

Summer break is the only long break that the school gave to the students to do all the things that they couldn't do during the school year and they can rest for a long preiod. I don't agree for these reasons:

First, A lot of students wants to work during the school year or do other things that take more time to do, but they can't do it because they got too much homework or they need to study for a tests that they have that week and they just had time for that. So in Summer break they got 3 months so they can work and do more things that they couldn't do during the school year. Students can work and have more experiences that can help them when they want to apply for another work that is much better for them and learn more things.

Next, Students needs a break after the school year. Most of the students get stressed for all the works and tests the teachers gave to them, their brains needs to relax and rest for a preiod time because it's not good to be always working, they got tired too. So Summer break is the best period to relax and distract for a period time. Students can go to the beach and have fun, Enjoy more time with their famillys, hang out with their friends, go visit new places, too much things they can do in this break and the weather is perfect too.

Finally, In Summer break the students don't worry about works or tests they may have need to present when the break is end. When they have Fall, Winter or Spring break the school gave to them just one week and in that week most of the teachers gave to the students works and tests they need to make after the week breaks, so in conclusion they don't have breaks because they need to study or do works that the school gave to the students. In Summer they don't need to worry about that and enjoy the time they got.

Some persons may don't agree with me because they think that have more breaks during the school year is better for students, but they need to know that the students got works during that breaks and they need to study for tests that they need to make after the week break, so in summary, they don't got that time to relax and give a time period to their brains so they can rest.

In conclusion, Summer break is the only long period that the students got to relax and they can do so many things that they couldn't do during the school year because of all the works they got and test that they need to study for. So Summer break needs to stay like that and is the best season for students so they can enjoy and have fun in their long break.",4.0,3.5,3.0,3.0,2.5,3.0,a topic of personal interest
CFA41112FF1B,"Hello, I would like to visit your hospital, the one is next to Sanger Avenue because I would to learn more about how to a good doctor, I think it will be really helpful for me because it will help with me with my carreer. beause

I am learning how to a Doctor in the Generic_School, Being a Doctor is my Biggest dream and is my favorite job since I was 5 years old. In my Opinion, I think that this a great hospital for other people come and learn how to be a Doctor, However, this can benefit your hospital because maybe the people that come from different Universities may want to work in this Hospital and that will improve the sevice of your Hospital and help more people or safe more lives.

I think that this is a important job because you can sefe lifes, I think you should let people to visit your Hospital because their are mnay people that want to learn how to a doctor, they try thier best to learn ,and they / we need the espirience a profesional, In my Openion, I think they try their best because they want to safe lives just like you do or they want to help their family. In my Opinion, If you let me / us come to your Hospital it will be really helpfull for everyone because our dreams are to help people and sefe lives and oour dreams can not coem true without your help.

their are millions of peole that needs your help and our help, if learn how to be a Doctor we can we can work together so we can safe lives, if more people becomes a doctor more lives will be save. thats why we need expert to help us become doctors.             ",2.5,3.0,2.5,2.5,2.5,2.0,the value of education
F91EFD0443E6,"Have you ever though of people who use technology has limit their communication to others? Nowadays people who use technology are consistent spending their time on electronic device. Technology has a negative impact on human lives due to their daily routine.

The first reason is people's communication skills will decrease over time. Spending a lot of time on technology without comminicating with others, will affect your communication skills. Therefore, talking to someone who you haven't talked with for a while can be awkward. This shows that understanding between two people might have consequence and will be not accurate than it should be.

The second reason, people who use electronic device are unlikely aware of the surroundings. For example, people who are walking in street using headset or earbuds on that cover their ears is a bad choice. This shows a sign of danger, because you won't be hearing anything. People who are aware of surrounding are more safe to cross a street and communicate with people who are passing by. This shows a negative effect of people who block their earing has higher chance to get into a accident.

Some people say that technology helps them communicate by commenting on a website which is true, but that is not important because the person will be not always active and able to comment back on time, whenever they are on. If you are communicate in person you can read the person's mood. You can get a faster respond than waiting for the person to comment back. In this way is more accurate and able to trust each other more by communicating in person that you have meet or have not meet before.

The final reason is library is more accurate than reading books online. For example like reading online recommendation is not always accurate because of the people's preferance. You can ask the librarian for recommendation and librarian also assist you whenever you need help. You can read on your device but it is limited because of the battery. Unlike books, have no battery which means it doesn't have any limit. This shows reading on books is a better than reading on a device.

In conclusion technology had a negative effect on people lives. People should be aware that around them and spend their time in their technology on a necessary way. There should be a limit of how much time you are using on technology. Is better to communicate in person and don't wear anything that cover your ears while talking to someone. This affect our daily lives, so limit the time you use in technology.",3.5,3.5,4.5,3.0,3.5,4.0,the impact of technology on society
28494A144B1A,"Character traits are what define a person. there are what make one person different the another. Although some people believe we choose our own character, nevertheless, our character are influences beyond our control because technology influences our traits and famous people can influences our traits and our parents influences our traits by they expectations.

To begin, video game can influenced our traits. For example, my own experience say

3 year ago I start play video game, when I star play with my friends. We always say that when we grow up we like to do what they are doing because their life look good. Also, we start doing the same things as the game like dancing, and thinking same as the game, and acting like them. Our others friends who do not play the game they tell us, that we are change our traits because we are acting like them too. One day we released that game was influenced our character. Clearly, because we star thinking in the future our life same as the game, and that we can do our future as we see in the game easily.

Furthermore, famous people influenced our traits. To continue with my experiences in things that I was influence, for example, when I was 12 year old. one day I was on YouTube, and I star see some videos about bloggers beauty, where they have a lot of makeup I do not use any makeup at the age, but when I see that they do their makeup, and look so beautiful I start doing my makeup, and think because I

was wearing makeup I look good, one they my mom ask me, why I am wear makeup, if I told her that I do not like makeup, I just say because they do their makeup. Then, now that I am 19 year old, I released that I was doing things that I do not like because they are doing. clearly, this prove me that I was influences for a famous beauty.

Finally, our parents influences our traits by they expectations. I will say something our parents want we do what they want. For example, we want to go out we are friends, and we ask our parents if we can go they say not, because they thing that our friend is a bad person. Also, they want to change our thought saying that bad thing about our friends, and finally they change are though about our friends. This show that, our parents can change our expectations about our friends. Clearly, parents always want we do what they want, and we always want they want because we do not them mad with us.

To concluded, our character are influenced beyond our control because video game can influences are traits and famous people can influences our traits, and our parents influences our traits by they expectations. technology influenced our character in form that we that life be like them and people can influence our change in the form the we do thing only, because we see they are doing then older people want to change our though to what they thing. To conclude, our character traits can be influences in different ways that we never expect that can happen. ",3.5,3.0,2.5,3.5,2.5,2.5,a topic of personal interest
ADF1112226F4,"Do you agree with Albert Einstein when he said ""imagination is more important than knowledge""? I think that is true because if you have now imagination than how are you going to get knowledge. I agree because Albert Einstein had to have a strong imagination to become really smart, Albert Einstein lived through a lot so he knows a lot, Elbert Einstein is smart.

To begin with, I think that Elbert Einstein had a strong imagination because he was one of the smartest human beings to ever live. He was really smart that is why I think he said "" imagination is more important than knowledge"" he had to have a strong imagination to think and become really smart. Elbert Einstein created and invented a lot of thing and to make to things he needed a strong imagination.

In addition, Elbert Einstein was really old and really smart so he lived through a lot as a human not as genus. He also learned a lot from being a genus but he did live through a lot and he was a human.

Also, I think that Elbert Einstein created cool inventions and gadgets from his imagination he needed a wild imagination to think and create a lot of cool things that is most likely why he said this quote. He was smart but he used his imagination too.

In conclusion, I agree with what Elbert Einstein said because he had a strong imagination because he was one of the smartest people, he lived through a lot, he was really smart. I think you should agree too because you can use your imagination to become a genus at you school, job or even your house o with your family. Use your imagination.",3.5,3.0,3.0,2.5,3.5,3.0,a topic of personal interest
68E75FD12673,"Have you ever been to a park ? Chances are you have, It doesn't matter what kind but you most certainly had fun right. Going to parks Is always fun, mostly because of the activities you do at the park to have fun. At the park you always find a fun activity to do, and people enjoy doing those fun activities because you get to play with other people, you are able to make new friends, and most of those activities can help you live a healthy life.

When people go to the park the tend to do fun activities, and most of the time they play those activities with friends and or other people. And when you play those activities with someone else you can have more fun. Another good reason for playing with someone else Is you also get to talk to them. And when you start playing with someone It could lead up to more people joining, and will make It even more fun. So remember when you go to the park try to bring a friend so you both can have lots of fun at the park.

People like going to the park to do fun activities, and when they go they often start to talk to new people. When they talk to new people theres a high chance of them becoming friends, So another reason why they enjoy the park Is they can make new friends. And who doesn't like to make friends, as a result they can meet up at the park and have fun together. And then they'll eventually make a more friendly status with each other. So going to park can be enjoyed in different ways, theres a chance you might just make a new friend.

Finally my last reason why people go to the park Is they can enjoy the park and the activities and also live a healthy life. You might not even notice that most of the activities we do at the park can be positive and help us with a healthy life. Its Is always a positive thing to live a healthy life you can do so much by keeping your life healthy. Thats why most people like going to the park you can have fun and be healthy at the same time. These were reasons why people like going to the park, plus who doesn't like the park.

People like going to the park for many reasons, and all of these reason were positive. Who doesn't want to play with friends or other people, who doesn't want to make new friends, or even have and live a healthy life. So If you hate parks just remember these reasons why you should go, It can make your like very happy.",4.0,4.0,3.0,3.5,4.0,4.0,a topic of personal interest
095E153640F7,"Creativity comes with great mind!

Summer projects can be fun, if only they were chosen by students. If the students were to pick their own projects depending on the subject; they would be interested, more likely to do it, and enjoy as well.

teachers spent a whole summer or a school year coming up with a topic for the students to do during the summer. And, it turns out that the students aren't giving it much though or effort towards their given assignment. That can be waste of the teachers time and energy, but if the students were to come up with a topic and idea of their own they would do the project.

if students were to choose their project, they would more likely to do it because its on something they want to learn and their curious. when students are curious they tend to explore their curiosity and be more drawn in the subject and want learn more about it. students can come up with great ideas when comes to doing their own projects. choosing a topic of your interest in a projects can explore students mind, and do the things they would never though of doing.

The summer project can improve your grades in the class. for example a student that struggles a lot in class either because the they cannot keep with pace in class, with summer projects they can work on their own pace. and if students are not great at working in environment full students this gives the a chance to do in depended study. summer project can give an opportunity for students to increase their greats. if students were to chose their own assignment they could at pace that worked for them, and they wouldn't have to worried about due time date. students would have the whole summer to finish the project, and if they did not finish it, when they an entire summer to do it, now that's just being lazy and it can effect their grade.

Subject can have a great impact on the student. If student is given an assignment on a certain subject their is a chance they would start procrastinate or not do it at all.

therefore they would have zero interesting on doing the summer assignment. for example if i had a history project and a science project. And if my science teacher were to give me a project to do a research paper on how gene mutate, as interesting that sounds i would not do it because science does not fascinate me as history.

Being able to choose a project of your own can be fun that way, it gives a student to look forward to do their work and be more fascinated it. Students should design their summer project; because that's less work on the teacher,

it gives them an opportunity to just think outside their box, and they can make their teachers proud for doing their work, so they can look forward a better school year.    ",3.0,4.0,4.0,3.5,2.5,3.0,a topic of personal interest
16DEF72E220A,"Some schools offer distance learning as an option for students to attend classes from home by way of online or video conferencing. But I don't think that it would benefit from being able to attend classes from home. Because, there are many reasons that the students could not able to learn home by yourself in online; which are that some problems, and communicating. Also there are more position to I disagree and agree with this argument.

Firstable, I think the students to attend classes from home by way of online or video conferencing, it would not benefit for the studehts, because of the students could have some question that they don't know. And if someone who dont' teach with them, they cannot learn that more understable. And they migth cannot catch up their late works, because of they don't help anybody. I have an examples of that the girl who has taken an online classes, and she didn't go to the school, because she thought, the online class is better than to learn subjects and it doesn't have to do that everyday and she can study her subject whenever day she could. But she have to her exam in the school, and she didn't study as well as can't catch up her study work. Now she stopped to take an online class in the home and go to school. So, in my opinion, even thought the online class is giving you as more free time but if you can't study by yourself, It couldn't help you that learn.

Also, the students can't communicate with other students. It means that the student can't study with other students that they can't make some friends and could not be an active just like some other students. Also, it will be impact their behaviour that they'll be more lonely. Because the students behaivior is always changing and easy to get used to their environment, especially the high school students. Therefore, i disagree to attend classes from home by way of the online and video conferencing benefit for the students.

On the other hand, the online class is not really useless thing that for the students. Of course, It should be has some advantegious way to attend online and video class, which are it helps that the students could be more mature and more focusing on their work. And they have more free time because the student doesn't have to this everyday as a school, they can do that whatever time to working on it. So, we don't have to hold one point of view, we should try that two other sides. For examples, the every students are different way to study, we don't have to demand to do only one way,

they might be more interest with the online, video class and the other students could be more enjoy to attend this class. Consequently, every students who enjoy that much, they could take that class much easily to study in their home.

In conclusion, I think students would benefit from being able to attend classes from home, but not all of students, because they all have a different way to study and somehow the student will need some help to support their what they are studying. In that case, students might be trying to give up to study alone. Therefore, the student might think very well to thier option to to attend classes from the home.         ",3.0,2.5,2.0,2.0,2.5,3.0,the value of education
8AD96DB8DD9F,"Do you agree or disagree with ""imagination is more important than knowledge""? I agree with this statement because it helps you when your reading books, studying, and learning. I learn more when I imagine things at school or other places.

To begin with, I like reading books because it helps me when I'm mad or just in general. Comedy books are one of my favorite to read because it cheers me up more than anything beside music. I like imagining things when I read because it makes the story more interesting like people talking in my head. Imagining helps me learn more because I am a slow learner I don't learn fast like other kids do so I like to sit down and imagine all the things the teacher was talking about so I can catch up with the class.

Also, Imagination helps me a lot when it comes to studying because I am not good at remembering things. Studying is not my thing yet because there are big words I don't understand especially when it comes to English and math. English is more of smart people stuff I get so lost in English because we do a lot of work at once and the confuses me. English taught me new things I never knew before like having a introduction in every paragraph.

In addition, Learning is hard when you have a lot of kids in the class playing and not letting the other kids learn. Some people take learning as a joke but I take it seriously because I want my dreams to come true I always wake up in the morning happy to go to school to learn something new. Learning is important it helps people get to where they want to be either it's a dream, a location or read and write things. It is all imagination it helps a lot of people each and everyday by studying, learning or reading books because I enjoy it a lot it helps me fill up my emptiness.

In conclusion, I agree imagination is more important than knowledge because it a it of people just like it helps me. Learning is important because it helps you reach your goals in life, and studying is not my thing but imagination helps me with studying because I can imagine the things we talked about. Reading books is more important to me because it cheers me up when I am mad so I don't pop off and say things I regret saying ",4.5,3.5,4.0,3.5,4.5,3.5,the value of education
1649A2246587,"Benefits of being home school.

Have you ever felt like you could not handle school?, well let me tell you that you have options, in here you are going to know the benefits of being home school. When I was younger school was a challenge for me; There was always conflicts at school and the environment was really a distraction, not good for me. Attending to school from hone have a lot of benefits. Students are going to be more focus in their studies and they are going to understand the meaning of responsibility.

One of the reason why home school it's good for students is going to be that students are going to be more concentrate and focus on their studies. Students manage to work better if they are alone, since they do not have any distraction around them like: drama, bad influences, mean teachers, stress and so much more. This is really good for those students who want to get their stuff done and learn more efficiency. So attending to school from home is one good option for those who want to focus on their studies.

Responsibility is one of the most important skill that us like humans have to have. Being responsible is a hard skill to follow but it is the most important one since we use it on the daily bases. If students attend to be on home school they have to learn that is not easy and they have to be really responsible because they are not going to have a physical teacher in front telling them what to do. Therefore you have to get it by their on hands and learn the meaning of being a mature and a responsible person. Students are going to be more responsible because if thy have any project, homework or test they are going to manage the way to study and do their stuff by them self and using the tools of their online program.

I understand that some people may disagree and prefer students to go to a normal school since they are going to have more social life. Having social life it's really important but who said that being in home school means that they are not going to have any social life, it's the opposite because if students are all caught up with their things they are going to have so much time to hang out with friends and family.

In conclusion the benefits of being home school are really good since students are going to focus on their own things and studies also they are going to learn how important it's to be responsible. now days we use technology for everything because it let us have a lot of more options if people is struggling with school. so more schools should include some online programs for students who want to continue their studies from home. This is going to bring a big change in our community and more professional, responsible people. ",3.5,3.5,3.5,3.5,3.5,4.0,the value of education
A0D37DDFBE96,"There is a lot of ways to safe energy and conserve resources, but not all the pepole follows along with them. As an example for that could be, that every time people is not using a light at their house they must turn it off. Also when students use their computers at school for a long time just playing games and charging it, it's a waste of energy. Not every body understand how important the energy is. This is why bussinesses and schools should adopt a four-day week, with each day consisting of then hours.

Having a four-day work week has their benefits. Workers would only work four days and have three day weekend, they would have more time to rest, and have a time with their families. On the other hand working requires using energy for any type of power tools as computers, printers, and construction tools. Working four days a week will decrease the use of energy.

Also some people drive to their job, and others ride the bus, using this method of working only four days a week will safe the people more resources, as gasoline, money, and vehicles.

As working four days a week has their benefits, it also has their disadvantages. students would have to go school, and workers would have to go to work only four days a week, of each day consisting of ten hours. Students would have to stay at school two more hours, meaning they would waste more energy as they usually do. Workers would waste a very big amount of enegy due by the power tools they use. Students would only go to school for four days, and wokers to work for only four days as well, but each day constis in ten hours, however they still will work for forty hours, as if they worked five days a week, workers and studets will be wasting the same amount of energy and resources.

Being a student and going to school for only four days a week and having a three day weekend has their benefit. Students would have more time to complete their homework, and study for tests. On the other hand going to school requires to waste some energy, and resources, students uses their computer that they need to charge, and teachers uses paper every day, while using this method students and tacher would safe resources and energy. Some students drive to school, others take the bus, or they also drive to academies, this all relates to the wasting of energy and resoruces as gasoline. Otherwise going to school for only four days a week, will decease all the energy used in computer, and the gasoline the cars need to get students to school.

Students going to school only four days a week has their benefits and disadvantages. Students would waste less energy than they do in five days, they aslo would waste less gasoline and money if they only come four days. Having this method the comminuty would safe a lot of energy and resources that can be need it for the future. Schools should follow this model by extending the school days two hours and waste less energy and resources. ",2.5,4.0,3.5,3.5,3.0,3.5,a topic of personal interest
